X1	X2	T	Y
0.7739560485559633	0.2181491845610315	T0	0
0.4388784397520523	0.6629277005606187	T3	1
0.8585979199113825	0.7668615203028132	T1	1
0.6973680290593639	0.1666361430284744	T3	0
0.09417734788764953	0.04385828341791598	T2	0
0.9756223516367559	0.43958737530133873	T1	0
0.761139701990353	0.7740240859924371	T2	0
0.7860643052769538	0.6507798355741427	T0	0
0.12811363267554587	0.7018817204145913	T3	0
0.45038593789556713	0.4028393399933684	T1	0
0.37079802423258124	0.23494554525306988	T1	0
0.9267649888486018	0.5317788432846094	T0	0
0.6438651200806645	0.2043656937491969	T1	0
0.82276161327083	0.7262286969850658	T1	1
0.44341419882733113	0.19696645595947704	T1	0
0.2272387217847769	0.29126326671434144	T4	0
0.5545847870158348	0.5065447783230054	T1	0
0.06381725610417532	0.48670993414349495	T0	0
0.8276311719925821	0.6008493764070294	T2	1
0.6316643991220648	0.43744460049991696	T1	0
0.7580877400853738	0.9194733085100913	T2	1
0.35452596812986836	0.8399340941971882	T3	1
0.9706980243949033	0.8791134512366384	T0	1
0.8931211213221977	0.6295165714034375	T2	1
0.7783834970737619	0.6350079158608064	T0	0
0.19463870785196757	0.6091986837159487	T0	0
0.4667210037270342	0.4348841544214562	T0	0
0.04380376578722878	0.3221060010672626	T0	0
0.15428949206754783	0.5920028874488703	T1	0
0.6830489532424546	0.02553183713845031	T4	1
0.7447621559078171	0.007456431423803034	T4	1
0.96750973243421	0.8516418262967486	T0	0
0.32582535813815194	0.046424044777622187	T4	1
0.3704597060348689	0.5247951503334181	T3	1
0.4695558112758079	0.6149877629496451	T2	1
0.1894713590842857	0.1981712296224356	T3	0
0.12992150533547164	0.8957308382651483	T2	1
0.47570492622593374	0.190095771748375	T1	0
0.2269093490508841	0.8845149873666747	T2	0
0.6698139946825103	0.7629902693330352	T3	1
0.43715191887233074	0.24074295352419395	T3	1
0.8326781960578374	0.15074416627609355	T0	0
0.7002651020022491	0.3162327101862351	T4	1
0.31236664138204107	0.3979505662702747	T1	1
0.8322598013952011	0.24578467649892344	T4	1
0.8047643574968019	0.9988915487544232	T1	0
0.38747837903017446	0.22965233623958103	T0	1
0.2883281039302441	0.830634826982857	T4	1
0.6824955039749755	0.15911774709047277	T2	1
0.1397524836093098	0.9802446252759475	T1	1
0.19990820247510832	0.22552345828308484	T0	0
0.007362269751005512	0.42168855478359224	T0	0
0.7869243775021384	0.5585640667679065	T0	0
0.6648508565920321	0.12028571515609332	T4	1
0.7051653786263351	0.8168200674791013	T0	1
0.7807290310219679	0.27468553268082985	T0	0
0.45891577553833995	0.5492699016016638	T4	1
0.5687411959528937	0.5496338106932469	T4	1
0.13979699812765745	0.602640652325785	T1	0
0.11453007353597344	0.05548598652431469	T3	1
0.6684029617904717	0.16861876183156788	T2	1
0.4710962061431325	0.1611922429233642	T2	0
0.5652361064811888	0.30205125941585187	T1	1
0.7649988574160256	0.14491415685833986	T3	0
0.6347183200005908	0.9219213207742897	T4	1
0.5535794006579958	0.5129544505113007	T3	1
0.5592071607454135	0.6235751477026844	T4	1
0.3039500980626122	0.35748817539812083	T0	0
0.030817834567939406	0.27624614103391154	T3	0
0.43671738923236236	0.503177170232213	T4	1
